time_s,temperature_K,density_kg_per_m3,Y_WOOD,Y_CHAR,Y_TAR,Y_O2,Y_N2,Y_H2O,Y_H2O_L,Y_CO,Y_CO2,Y_H2,Y_CH4
5,813.555523,0.461886893,0.158988537,4.41292759e-06,0,0.189363957,0.633957597,0.0176727474,-9.42325365e-43,6.09839559e-06,4.19205091e-06,2.7432832e-07,2.18306015e-06
10,813.662352,0.461809741,0.158966432,8.83423576e-06,0,0.189363957,0.633957597,0.0176776596,-6.83136372e-52,1.22083398e-05,8.39211473e-06,5.49173967e-07,4.37023633e-06
15,813.769375,0.46173247,0.158944284,1.32639483e-05,0,0.189363957,0.633957597,0.0176825812,1.57746757e-60,1.832986e-05,1.26002227e-05,8.2453751e-07,6.5615335e-06
20,813.876592,0.461655078,0.158922094,1.77020939e-05,0,0.189363956,0.633957597,0.0176875123,1.33240545e-67,2.44629863e-05,1.68164174e-05,1.10041912e-06,8.75695402e-06
25,813.984005,0.461577565,0.158899862,2.21487015e-05,0,0.189363955,0.633957597,0.0176924529,-1.18081182e-69,3.06077426e-05,2.10407516e-05,1.3768179e-06,1.09564924e-05
30,814.091616,0.461499931,0.158877588,2.66038003e-05,0,0.189363953,0.633957597,0.0176974031,1.07758244e-76,3.67641434e-05,2.52732942e-05,1.65373117e-06,1.31601305e-05
35,814.199427,0.461422172,0.158855271,3.10674198e-05,0,0.189363951,0.633957597,0.0177023631,2.2561091e-79,4.29321876e-05,2.95141391e-05,1.93115344e-06,1.53678294e-05
40,814.307444,0.461344288,0.158832911,3.55395896e-05,0,0.189363948,0.633957597,0.017707333,2.84959073e-80,4.91118492e-05,3.37634218e-05,2.20907453e-06,1.75795163e-05
45,814.415671,0.461266275,0.158810508,4.00203402e-05,0,0.189363943,0.633957597,0.0177123133,-7.76070591e-87,5.53030604e-05,3.80213467e-05,2.48747628e-06,1.97950603e-05
50,814.524121,0.461188126,0.158788062,4.45097029e-05,0,0.189363936,0.633957597,0.0177173045,3.61861609e-89,6.15056801e-05,4.22882388e-05,2.76632649e-06,2.2014228e-05
55,814.632811,0.461109831,0.158765573,4.90077099e-05,0,0.189363924,0.633957597,0.0177223076,2.40354701e-89,6.77194371e-05,4.65646409e-05,3.0455674e-06,2.42366003e-05
60,814.741773,0.461031374,0.158743041,5.35143961e-05,0,0.189363905,0.633957597,0.0177273243,8.17912653e-96,7.39438193e-05,5.08515033e-05,3.32509302e-06,2.64614066e-05
65,814.85107,0.460952719,0.158720465,5.80298001e-05,0,0.189363873,0.633957597,0.0177323578,1.11796013e-98,8.01778614e-05,5.51505629e-05,3.60470379e-06,2.86871956e-05
70,814.960819,0.460873804,0.158697845,6.25539682e-05,0,0.189363817,0.633957597,0.0177374146,2.72956294e-101,8.64197459e-05,5.94651037e-05,3.88401525e-06,3.09111723e-05
75,815.071248,0.460794503,0.158675181,6.70869612e-05,0,0.189363717,0.633957597,0.0177425068,-6.93606641e-104,9.26661179e-05,6.38014402e-05,4.16228041e-06,3.31279097e-05
80,815.182802,0.460714572,0.158652473,7.16288681e-05,0,0.189363533,0.633957597,0.0177476586,-2.92968016e-111,9.89112245e-05,6.81715375e-05,4.43807818e-06,3.53270997e-05
85,815.296287,0.460633569,0.158629719,7.61798314e-05,0,0.189363197,0.633957597,0.017752914,-2.44263585e-118,0.00010514691,7.25966785e-05,4.70888993e-06,3.74905141e-05
90,815.413013,0.460550772,0.158606919,8.07400851e-05,0,0.189362598,0.633957597,0.0177583454,-7.1327839e-128,0.000111366455,7.71101933e-05,4.97082908e-06,3.95901084e-05
95,815.534763,0.460465192,0.15858407,8.53099996e-05,0,0.189361592,0.633957597,0.0177640538,2.58710417e-136,0.00011757526,8.17551989e-05,5.21903775e-06,4.15909549e-05
100,815.663516,0.460375725,0.158561171,8.98901132e-05,0,0.189360027,0.633957597,0.0177701548,7.11289738e-140,0.000123803549,8.65762007e-05,5.44885179e-06,4.34596354e-05
105,815.801088,0.460281344,0.158538217,9.44811349e-05,0,0.189357771,0.633957597,0.0177767582,1.41808814e-149,0.000130107461,9.16107493e-05,5.65688296e-06,4.51718964e-05
110,815.948912,0.460181233,0.158515204,9.90839203e-05,0,0.189354726,0.633957597,0.0177839533,1.22754811e-154,0.000136553726,9.68871225e-05,5.84125816e-06,4.67141943e-05
115,816.107955,0.460074836,0.158492127,0.000103699436,0,0.189350834,0.633957597,0.0177918017,-6.76352694e-159,0.00014319923,0.000102426227,6.00129719e-06,4.80812851e-05
120,816.2787,0.459961875,0.158468982,0.000108328718,0,0.189346071,0.633957597,0.0178003332,-2.60683411e-158,0.000150077315,0.000108243354,6.1372052e-06,4.9274022e-05
125,816.461138,0.459842352,0.158445763,0.000112972833,0,0.189340449,0.633957597,0.017809546,-5.77899366e-162,0.000157194092,0.000114348434,6.24993865e-06,5.02984583e-05
130,816.654819,0.459716524,0.158422464,0.000117632832,0,0.189334012,0.633957597,0.0178194091,-1.36063753e-168,0.000164532575,0.000120745723,6.34112507e-06,5.11653636e-05
135,816.858958,0.45958484,0.15839908,0.000122309723,0,0.189326824,0.633957597,0.0178298696,9.41247288e-176,0.00017206095,0.000127434001,6.41292043e-06,5.18892931e-05
140,817.072575,0.459447857,0.158375608,0.000127004439,0,0.189318966,0.633957597,0.0178408626,9.01936691e-178,0.000179741306,0.000134407693,6.46778491e-06,5.24870592e-05
145,817.294641,0.45930616,0.158352042,0.000131717836,0,0.189310516,0.633957597,0.0178523202,7.83732006e-179,0.000187536375,0.000141658627,6.50823016e-06,5.29759691e-05
150,817.52419,0.459160297,0.158328379,0.000136450686,0,0.189301551,0.633957597,0.0178641789,-3.62993634e-178,0.000195413386,0.000149177889,6.53660505e-06,5.3372307e-05
155,817.760382,0.459010745,0.158304615,0.000141203687,0,0.189292134,0.633957597,0.0178763835,-9.95268089e-178,0.000203345441,0.000156957298,6.5549602e-06,5.36903548e-05
160,818.002535,0.458857892,0.158280747,0.000145977475,0,0.189282317,0.633957597,0.0178888888,4.3678751e-179,0.00021131131,0.000164990312,6.56499483e-06,5.39419889e-05
165,818.250113,0.458702042,0.158256772,0.000150772641,0,0.189272143,0.633957597,0.0179016591,-1.51046896e-181,0.000219294506,0.000173272401,6.56806536e-06,5.41367145e-05
170,818.502712,0.458543425,0.158232688,0.000155589736,0,0.189261642,0.633957597,0.0179146669,1.51770426e-182,0.0002272822,0.000181801032,6.56522895e-06,5.42819543e-05
175,818.760034,0.458382213,0.158208491,0.000160429285,0,0.189250839,0.633957597,0.0179278915,-7.61611106e-184,0.000235264239,0.00019057545,6.55729994e-06,5.43834338e-05
180,819.021861,0.458218531,0.15818418,0.000165291798,0,0.18923975,0.633957597,0.0179413171,1.19222076e-184,0.000243232374,0.000199596365,6.54490525e-06,5.44455662e-05
