time_s,temperature_K,density_kg_per_m3,Y_WOOD,Y_CHAR,Y_TAR,Y_O2,Y_N2,Y_H2O,Y_H2O_L,Y_CO,Y_CO2,Y_H2,Y_CH4
5,790.078598,0.489606232,0.17666298,3.09318757e-06,0,0.189363958,0.633957597,3.43659395e-06,0,4.27460526e-06,2.93835177e-06,1.92288366e-07,1.53019876e-06
10,790.157308,0.489544838,0.176647492,6.19102641e-06,0,0.189363958,0.633957597,6.8783677e-06,0,8.55562961e-06,5.88113569e-06,3.84864987e-07,3.06268978e-06
15,790.236132,0.489483368,0.17663198,9.29352913e-06,0,0.189363957,0.633957597,1.03253354e-05,0,1.28430903e-05,8.82836399e-06,5.77730641e-07,4.59747929e-06
20,790.315069,0.489421822,0.176616445,1.24007084e-05,0,0.189363957,0.633957597,1.3777512e-05,0,1.71370044e-05,1.17800495e-05,7.70886049e-07,6.13457304e-06
25,790.394119,0.489360199,0.176600886,1.5512577e-05,0,0.189363957,0.633957597,1.72349135e-05,0,2.14373887e-05,1.47362058e-05,9.64331898e-07,7.67397653e-06
30,790.473283,0.4892985,0.176585304,1.86291478e-05,0,0.189363957,0.633957597,2.06975566e-05,0,2.57442597e-05,1.76968469e-05,1.15806882e-06,9.21569481e-06
35,790.552562,0.489236723,0.176569698,2.17504337e-05,0,0.189363956,0.633957597,2.41654595e-05,0,3.00576335e-05,2.06619879e-05,1.35209736e-06,1.07597324e-05
40,790.631956,0.48917487,0.176554069,2.48764474e-05,0,0.189363956,0.633957597,2.76386417e-05,0,3.43775256e-05,2.36316444e-05,1.546418e-06,1.2306093e-05
45,790.711464,0.489112939,0.176538416,2.80072021e-05,0,0.189363956,0.633957597,3.1117125e-05,0,3.87039509e-05,2.66058336e-05,1.74103108e-06,1.38547795e-05
50,790.791089,0.48905093,0.176522739,3.11427107e-05,0,0.189363955,0.633957597,3.46009333e-05,0,4.30369234e-05,2.95845742e-05,1.93593683e-06,1.54057937e-05
55,790.870829,0.488988843,0.176507038,3.42829863e-05,0,0.189363954,0.633957597,3.80900938e-05,0,4.73764564e-05,3.25678867e-05,2.13113526e-06,1.69591361e-05
60,790.950687,0.488926677,0.176491314,3.74280422e-05,0,0.189363953,0.633957597,4.15846374e-05,0,5.17225615e-05,3.55557936e-05,2.32662618e-06,1.85148052e-05
65,791.030662,0.488864433,0.176475565,4.05778916e-05,0,0.189363952,0.633957597,4.50846e-05,0,5.60752489e-05,3.85483206e-05,2.52240912e-06,2.00727974e-05
70,791.110756,0.488802109,0.176459793,4.37325478e-05,0,0.189363951,0.633957597,4.85900235e-05,0,6.04345266e-05,4.15454969e-05,2.71848323e-06,2.16331064e-05
75,791.190969,0.488739705,0.176443996,4.68920243e-05,0,0.189363949,0.633957597,5.21009578e-05,0,6.48004e-05,4.45473561e-05,2.91484718e-06,2.3195722e-05
80,791.271303,0.488677221,0.176428175,5.00563346e-05,0,0.189363947,0.633957597,5.56174632e-05,0,6.9172871e-05,4.7553938e-05,3.11149904e-06,2.47606292e-05
85,791.351759,0.488614654,0.17641233,5.32254923e-05,0,0.189363945,0.633957597,5.91396135e-05,0,7.3551937e-05,5.05652899e-05,3.30843607e-06,2.6327807e-05
90,791.43234,0.488552005,0.176396461,5.63995112e-05,0,0.189363942,0.633957597,6.26674999e-05,0,7.79375894e-05,5.35814691e-05,3.50565447e-06,2.78972259e-05
95,791.513046,0.488489272,0.176380567,5.95784053e-05,0,0.189363938,0.633957597,6.62012375e-05,0,8.23298118e-05,5.66025461e-05,3.70314904e-06,2.94688458e-05
100,791.593882,0.488426452,0.176364649,6.27621888e-05,0,0.189363933,0.633957597,6.97409724e-05,0,8.67285777e-05,5.96286091e-05,3.90091271e-06,3.10426119e-05
105,791.674851,0.488363545,0.176348706,6.5950876e-05,0,0.189363926,0.633957597,7.32868926e-05,0,9.11338468e-05,6.26597692e-05,4.09893592e-06,3.26184503e-05
110,791.755958,0.488300546,0.176332739,6.91444817e-05,0,0.189363918,0.633957597,7.68392424e-05,0,9.55455611e-05,6.56961687e-05,4.29720576e-06,3.41962611e-05
115,791.837209,0.488237453,0.176316747,7.2343021e-05,0,0.189363908,0.633957597,8.03983418e-05,0,9.99636385e-05,6.87379913e-05,4.49570483e-06,3.57759098e-05
120,791.918612,0.48817426,0.17630073,7.55465095e-05,0,0.189363894,0.633957597,8.39646133e-05,0,0.000104387965,7.17854766e-05,4.69440967e-06,3.7357215e-05
125,792.00018,0.48811096,0.176284689,7.87549635e-05,0,0.189363877,0.633957597,8.75386179e-05,0,0.000108818387,7.4838939e-05,4.89328865e-06,3.89399326e-05
130,792.081925,0.488047545,0.176268622,8.19684002e-05,0,0.189363855,0.633957597,9.11211038e-05,0,0.000113254693,7.78987937e-05,5.09229921e-06,4.05237343e-05
135,792.163869,0.487984003,0.176252531,8.51868378e-05,0,0.189363826,0.633957597,9.47130702e-05,0,0.000117696604,8.09655897e-05,5.29138412e-06,4.21081792e-05
140,792.246037,0.487920318,0.176236414,8.84102964e-05,0,0.189363788,0.633957597,9.83158523e-05,0,0.000122143753,8.40400537e-05,5.49046684e-06,4.36926788e-05
145,792.328464,0.48785647,0.176220272,9.16387976e-05,0,0.189363738,0.633957597,0.000101931229,0,0.000126595664,8.71231448e-05,5.68944552e-06,4.52764511e-05
150,792.411196,0.487792431,0.176204105,9.48723661e-05,0,0.189363672,0.633957597,0.000105561558,0,0.000131051734,9.02161217e-05,5.8881858e-06,4.68584668e-05
155,792.494294,0.487728164,0.176187913,9.811103e-05,0,0.189363585,0.633957597,0.000109209939,0,0.000135511224,9.3320622e-05,6.08651252e-06,4.84373877e-05
160,792.577835,0.487663624,0.176171695,0.000101354822,0,0.189363471,0.633957597,0.000112880398,0,0.000139973263,9.64387487e-05,6.2842008e-06,5.00115001e-05
165,792.661921,0.48759875,0.17615545,0.00010460378,0,0.189363322,0.633957597,0.000116578092,0,0.000144436881,9.95731585e-05,6.48096739e-06,5.1578653e-05
170,792.746675,0.487533467,0.17613918,0.000107857952,0,0.189363127,0.633957597,0.000120309509,0,0.000148901091,0.000102727141,6.67646361e-06,5.31362082e-05
175,792.83225,0.487467684,0.176122884,0.000111117391,0,0.189362875,0.633957597,0.000124082644,0,0.000153365033,0.000105904675,6.87027152e-06,5.46810165e-05
180,792.91883,0.487401291,0.176106561,0.000114382164,0,0.18936255,0.633957597,0.000127907131,0,0.000157828188,0.000109110448,7.06190486e-06,5.62094307e-05
185,793.006628,0.487334158,0.176090211,0.000117652352,0,0.189362135,0.633957597,0.000131794305,0,0.000162290656,0.000112349831,7.2508155e-06,5.77173595e-05
190,793.095887,0.48726614,0.176073833,0.000120928049,0,0.189361613,0.633957597,0.00013575719,0,0.000166753483,0.00011562881,7.43640526e-06,5.92003602e-05
195,793.186877,0.487197073,0.176057427,0.000124209367,0,0.189360961,0.633957597,0.000139810416,0,0.000171218978,0.000118953882,7.61804134e-06,6.0653757e-05
200,793.279892,0.487126779,0.176040992,0.000127496439,0,0.189360159,0.633957597,0.00014397006,0,0.000175690976,0.000122331934,7.79507338e-06,6.20727657e-05
205,793.375245,0.487055066,0.176024528,0.000130789415,0,0.189359182,0.633957597,0.000148253453,0,0.000180174978,0.000125770132,7.96684932e-06,6.34526085e-05
210,793.473264,0.486981736,0.176008034,0.000134088471,0,0.189358008,0.633957597,0.000152678934,0,0.000184678142,0.000129275817,8.1327288e-06,6.47886057e-05
215,793.574286,0.486906581,0.175991508,0.000137393802,0,0.18935661,0.633957597,0.000157265565,0,0.000189209104,0.000132856434,8.29209352e-06,6.60762446e-05
220,793.678655,0.486829393,0.17597495,0.00014070563,0,0.189354967,0.633957597,0.00016203279,0,0.000193777639,0.000136519474,8.44435525e-06,6.73112308e-05
225,793.786708,0.486749962,0.175958358,0.000144024197,0,0.189353053,0.633957597,0.000167000024,0,0.000198394193,0.000140272423,8.5889629e-06,6.84895319e-05
230,793.898778,0.486668088,0.17594173,0.000147349773,0,0.189350846,0.633957597,0.000172186181,0,0.00020306932,0.000144122707,8.7254098e-06,6.96074265e-05
235,794.015174,0.486583578,0.175925067,0.000150682647,0,0.189348327,0.633957597,0.000177609129,0,0.000207813089,0.00014807762,8.85324234e-06,7.06615632e-05
240,794.136182,0.486496259,0.175908365,0.000154023131,0,0.189345475,0.633957597,0.000183285113,0,0.000212634491,0.000152144231,8.97207013e-06,7.16490331e-05
245,794.26205,0.48640598,0.175891624,0.000157371558,0,0.189342275,0.633957597,0.00018922816,0,0.000217540924,0.000156329266,9.08157739e-06,7.25674536e-05
250,794.392979,0.486312617,0.175874841,0.000160728275,0,0.189338716,0.633957597,0.000195449546,0,0.000222537783,0.000160638976,9.18153469e-06,7.34150552e-05
255,794.529119,0.486216081,0.175858015,0.000164093647,0,0.189334788,0.633957597,0.00020195734,0,0.000227628197,0.000165078999,9.27180962e-06,7.41907616e-05
260,794.670562,0.486116316,0.175841144,0.000167468045,0,0.189330489,0.633957597,0.000208756108,0,0.00023281295,0.000169654231,9.3523749e-06,7.48942529e-05
265,794.81734,0.486013306,0.175824225,0.000170851851,0,0.189325818,0.633957597,0.000215846783,0,0.000238090562,0.000174368718,9.42331249e-06,7.5525999e-05
270,794.969426,0.485907069,0.175807258,0.000174245446,0,0.18932078,0.633957597,0.000223226741,0,0.000243457527,0.000179225588,9.48481268e-06,7.60872568e-05
275,795.126738,0.485797658,0.17579024,0.000177649213,0,0.189315383,0.633957597,0.000230890062,0,0.000248908664,0.000184227024,9.53716772e-06,7.6580028e-05
280,795.289146,0.485685153,0.175773169,0.000181063529,0,0.189309638,0.633957597,0.000238827958,0,0.00025443753,0.000189374295,9.58076024e-06,7.70069779e-05
285,795.456483,0.485569662,0.175756044,0.000184488763,0,0.18930356,0.633957597,0.000247029309,0,0.000260036852,0.000194667824,9.6160474e-06,7.73713233e-05
