time_s,temperature_K,density_kg_per_m3,Y_WOOD,Y_CHAR,Y_TAR,Y_O2,Y_N2,Y_H2O,Y_H2O_L,Y_CO,Y_CO2,Y_H2,Y_CH4
5,835.295384,0.437363808,0.141313396,5.87230859e-06,0,0.189363957,0.633957597,0.0353422134,6.83935062e-43,8.11512142e-06,5.57846439e-06,3.65041766e-07,2.90495045e-06
10,835.430891,0.437272638,0.14128397,1.1757799e-05,0,0.189363956,0.633957597,0.0353487526,1.87624635e-50,1.62483255e-05,1.11696621e-05,7.30883262e-07,5.81627638e-06
15,835.566693,0.4371813,0.141254478,1.76565133e-05,0,0.189363953,0.633957597,0.0353553071,3.84589602e-60,2.43995863e-05,1.6773767e-05,1.09751084e-06,8.73388628e-06
20,835.702801,0.437089788,0.141224919,2.35685058e-05,0,0.189363948,0.633957597,0.0353618772,-1.43315941e-70,3.25687866e-05,2.23911364e-05,1.46489015e-06,1.16575469e-05
25,835.839241,0.43699809,0.141195294,2.94938323e-05,0,0.189363938,0.633957597,0.0353684646,-1.06757967e-74,4.07555424e-05,2.80225638e-05,1.83293195e-06,1.45866466e-05
30,835.976081,0.43690617,0.141165602,3.54325537e-05,0,0.189363915,0.633957597,0.0353750729,-2.99136411e-80,4.89587263e-05,3.36700756e-05,2.20138955e-06,1.75194886e-05
35,836.11353,0.436813925,0.141135842,4.13847446e-05,0,0.18936386,0.633957597,0.0353817141,-5.66397451e-89,5.71748779e-05,3.93396982e-05,2.56950053e-06,2.04508202e-05
40,836.252332,0.436720978,0.141106015,4.73505246e-05,0,0.189363698,0.633957597,0.0353884302,8.87370193e-90,6.53927295e-05,4.50521159e-05,2.93460224e-06,2.33622938e-05
45,836.395197,0.436625959,0.141076118,5.33301794e-05,0,0.18936318,0.633957597,0.0353953764,2.3492197e-102,7.35812831e-05,5.0879625e-05,3.28737601e-06,2.61897336e-05
50,836.549332,0.436525195,0.141046147,5.93245168e-05,0,0.189361688,0.633957597,0.035402976,1.92177322e-115,8.17252434e-05,5.70012724e-05,3.60534259e-06,2.87782886e-05
55,836.723844,0.43641397,0.141016095,6.53352992e-05,0,0.189358515,0.633957597,0.0354117935,-1.56760516e-128,8.99978059e-05,6.36152898e-05,3.86642626e-06,3.09746775e-05
60,836.922584,0.436290211,0.140985947,7.1365044e-05,0,0.18935343,0.633957597,0.0354220949,3.94456369e-131,9.86874671e-05,7.07883562e-05,4.06898156e-06,3.27639153e-05
65,837.144281,0.436154529,0.140955692,7.74163996e-05,0,0.189346589,0.633957597,0.0354338094,1.26154907e-137,0.000107893804,7.85087576e-05,4.22227121e-06,3.42052453e-05
70,837.385544,0.436008687,0.140925317,8.34917611e-05,0,0.18933828,0.633957597,0.0354467097,1.58828007e-142,0.000117527193,8.67488492e-05,4.33666457e-06,3.53661629e-05
75,837.642681,0.435854623,0.140894811,8.95931458e-05,0,0.189328797,0.633957597,0.0354605422,2.91432774e-144,0.000127444177,9.54778402e-05,4.42146087e-06,3.63079e-05
80,837.912655,0.435693931,0.140864167,9.57222162e-05,0,0.189318379,0.633957597,0.0354750975,5.64271139e-143,0.000137525006,0.000104669169,4.48405156e-06,3.70795918e-05
