time_s,temperature_K,density_kg_per_m3,Y_WOOD,Y_CHAR,Y_TAR,Y_O2,Y_N2,Y_H2O,Y_H2O_L,Y_CO,Y_CO2,Y_H2,Y_CH4
5,813.375574,0.45489667,0.158988612,4.39785681e-06,0,0.0823321554,0.740989399,0.0176727306,-7.25693242e-37,6.07757971e-06,4.17771711e-06,2.7339281e-07,2.17561588e-06
10,813.481233,0.454821632,0.158966583,8.8039735e-06,0,0.0823321553,0.740989399,0.0176776259,5.5228217e-49,1.21665602e-05,8.36330246e-06,5.47297564e-07,4.35530602e-06
15,813.58708,0.454746479,0.158944512,1.3218373e-05,0,0.0823321551,0.740989399,0.0176825305,4.82080383e-54,1.82669713e-05,1.25567809e-05,8.2171537e-07,6.53907954e-06
20,813.693116,0.454671211,0.158922399,1.76410833e-05,0,0.0823321548,0.740989399,0.0176874443,-1.56979276e-57,2.43788485e-05,1.67581839e-05,1.09664747e-06,8.72694679e-06
25,813.799343,0.454595827,0.158900245,2.20721324e-05,0,0.0823321544,0.740989399,0.0176923674,2.29433339e-64,3.05022258e-05,2.09675457e-05,1.37209484e-06,1.09189165e-05
30,813.90576,0.454520327,0.158878049,2.65115486e-05,0,0.0823321538,0.740989399,0.0176972998,1.55855299e-67,3.66371354e-05,2.51849041e-05,1.64805811e-06,1.31149948e-05
35,814.012369,0.454444711,0.158855811,3.09593604e-05,0,0.0823321531,0.740989399,0.0177022417,-1.84329812e-71,4.27836059e-05,2.94103027e-05,1.92453731e-06,1.53151842e-05
40,814.119172,0.454368977,0.158833531,3.54155963e-05,0,0.082332152,0.740989399,0.017707193,-1.78380533e-77,4.89416615e-05,3.36437929e-05,2.20153163e-06,1.7519481e-05
45,814.22617,0.454293125,0.158811209,3.9880285e-05,0,0.0823321505,0.740989399,0.0177121539,2.51438086e-78,5.51113187e-05,3.78854389e-05,2.47903888e-06,1.97278727e-05
50,814.333365,0.454217154,0.158788844,4.43534558e-05,0,0.0823321485,0.740989399,0.0177171245,-2.05039816e-82,6.12925823e-05,4.21353243e-05,2.75705471e-06,2.19403316e-05
55,814.440761,0.454141061,0.158766436,4.88351379e-05,0,0.0823321456,0.740989399,0.0177221049,-5.28657239e-88,6.7485438e-05,4.63935643e-05,3.03557117e-06,2.41568064e-05
60,814.548363,0.454064844,0.158743986,5.33253613e-05,0,0.0823321414,0.740989399,0.0177270955,-3.86181217e-88,7.36898393e-05,5.06603266e-05,3.31457429e-06,2.63772043e-05
65,814.656179,0.453988498,0.158721493,5.78241563e-05,0,0.0823321351,0.740989399,0.0177320966,1.43189718e-88,7.99056845e-05,5.49358698e-05,3.59403949e-06,2.86013614e-05
70,814.764222,0.453912016,0.158698957,6.23315545e-05,0,0.0823321255,0.740989399,0.0177371091,-2.4245615e-92,8.61327732e-05,5.92206153e-05,3.87392305e-06,3.0828984e-05
75,814.872517,0.453835386,0.158676378,6.68475891e-05,0,0.0823321104,0.740989399,0.0177421341,4.27573457e-97,9.23707223e-05,6.35152878e-05,4.15414517e-06,3.3059535e-05
80,814.981107,0.453758584,0.158653756,7.13722959e-05,0,0.0823320856,0.740989399,0.017747174,9.07698932e-98,9.86188018e-05,6.7821197e-05,4.43455588e-06,3.52920036e-05
85,815.090077,0.453681564,0.15863109,7.59057167e-05,0,0.0823320434,0.740989399,0.0177522334,-8.94859876e-100,0.00010487561,7.21408153e-05,4.71486487e-06,3.75244337e-05
90,815.199595,0.453604236,0.15860838,8.04479035e-05,0,0.0823319686,0.740989399,0.0177573213,-3.48959932e-102,0.000111138455,7.64789523e-05,4.99449837e-06,3.97529615e-05
95,815.309994,0.45352642,0.158585626,8.49989295e-05,0,0.0823318313,0.740989399,0.0177624558,6.91176941e-117,0.00011740234,8.0845014e-05,5.27232453e-06,4.1969976e-05
100,815.421917,0.453447771,0.158562827,8.95589092e-05,0,0.0823315757,0.740989399,0.0177676719,1.23074378e-126,0.000123658909,8.52567261e-05,5.54620683e-06,4.41611354e-05
105,815.53649,0.45336768,0.158539982,9.41280331e-05,0,0.0823311063,0.740989399,0.0177730316,-1.61867785e-127,0.000129897451,8.97443445e-05,5.8125257e-06,4.63021899e-05
110,815.655394,0.453285232,0.15851709,9.87066149e-05,0,0.0823302847,0.740989399,0.0177786295,-1.65820057e-136,0.00013611227,9.43513521e-05,6.06619549e-06,4.83591218e-05
115,815.78067,0.453199316,0.158494149,0.000103295134,0,0.0823289504,0.740989399,0.0177845834,1.65102968e-145,0.000142317187,9.9127299e-05,6.30171131e-06,5.02951145e-05
120,815.914291,0.453108839,0.158471154,0.000107894252,0,0.0823269561,0.740989399,0.0177910114,1.44947598e-147,0.000148555514,0.000104116242,6.51469858e-06,5.20807756e-05
125,816.057837,0.453012919,0.158448103,0.000112504788,0,0.082324192,0.740989399,0.0177980121,4.94572213e-166,0.000154891971,0.000109350354,6.70268287e-06,5.36991082e-05
130,816.212383,0.452910947,0.158424989,0.000117127687,0,0.0823205901,0.740989399,0.0178056547,3.18750147e-168,0.000161391544,0.000114851078,6.86482764e-06,5.51436692e-05
135,816.378504,0.452802595,0.158401809,0.000121763967,0,0.0823161207,0.740989399,0.0178139772,4.68361211e-167,0.000168100844,0.000120632461,7.00139812e-06,5.64150221e-05
140,816.55629,0.452687808,0.158378556,0.000126414688,0,0.0823107885,0.740989399,0.0178229853,1.58733901e-176,0.000175039816,0.000126702886,7.11344151e-06,5.75187235e-05
145,816.74539,0.452566779,0.158355226,0.000131080903,0,0.0823046299,0.740989399,0.0178326555,1.68187081e-176,0.000182202929,0.000133065312,7.20265239e-06,5.84645795e-05
150,816.945091,0.452439906,0.158331814,0.000135763627,0,0.0822977055,0.740989399,0.0178429405,-7.19493586e-177,0.000189566044,0.000139717377,7.27125498e-06,5.9266011e-05
155,817.154446,0.452307719,0.158308314,0.000140463807,0,0.0822900916,0.740989399,0.0178537777,8.64180766e-184,0.000197095152,0.000146652205,7.32181825e-06,5.99389325e-05
160,817.372415,0.452170799,0.158284723,0.000145182312,0,0.0822818697,0.740989399,0.0178650986,3.32392982e-187,0.000204754026,0.000153859953,7.35702006e-06,6.05002382e-05
165,817.597985,0.45202971,0.158261036,0.000149919925,0,0.0822731179,0.740989399,0.0178768365,2.07323339e-188,0.000212509313,0.000161329653,7.37942111e-06,6.09662984e-05
170,817.830255,0.451884957,0.15823725,0.000154677349,0,0.0822639053,0.740989399,0.0178889324,-6.74254794e-189,0.000220332946,0.000169050849,7.39130095e-06,6.13518309e-05
175,818.068473,0.451736956,0.158213361,0.000159455224,0,0.0822542892,0.740989399,0.0179013367,-3.87277965e-189,0.000228202604,0.000177014716,7.39457514e-06,6.16692956e-05
180,818.312047,0.45158604,0.158189368,0.000164254129,0,0.0822443152,0.740989399,0.0179140102,1.33449425e-193,0.00023610108,0.000185214615,7.39078323e-06,6.19287615e-05
185,818.560526,0.451432459,0.158165267,0.000169074608,0,0.0822340179,0.740989399,0.0179269226,-9.72012963e-196,0.000244015245,0.000193646195,7.38112331e-06,6.21380928e-05
190,818.813581,0.4512764,0.158141055,0.000173917172,0,0.0822234232,0.740989399,0.0179400514,5.35026009e-198,0.000251935014,0.000202307209,7.36650828e-06,6.23032934e-05
195,819.070976,0.451117995,0.15811673,0.00017878231,0,0.0822125497,0.740989399,0.0179533796,5.63082215e-197,0.000259852469,0.000211197202,7.34762649e-06,6.24288921e-05
200,819.332546,0.450957338,0.158092291,0.000183670502,0,0.0822014111,0.740989399,0.0179668951,1.41275091e-198,0.000267761192,0.000220317157,7.32499703e-06,6.25182999e-05
